TU_ID,Gene_name,Start,End,Strand,Expression_EP,Expression_SP,Description
1905,pspG,4267528,4267793,+,0.226139447,0.413881891,pspG
1906,dnaB,4268995,4270440,+,2.420210163,1.666882336,dnaB
1907,qorA,4267960,4269015,-,3.031927678,14.25324696,qorA
1908,alr,4270301,4271572,+,2.350968416,0.850314483,alr
1909,alr,4270364,4271572,+,2.413652637,0.829335352,alr
1910,tyrB,4271794,4273051,+,3.603583664,0.88297735,tyrB
1911,yjbQR,4274926,4275725,+,6.083390886,25.90385397,yjbQR
1912,uvrA,4275761,4278647,-,1.268110993,2.046208379,uvrA
1913,ssb,4278723,4279372,+,16.84093776,7.94691888,ssb
1914,ssb,4278792,4279372,+,18.81746522,8.881226436,ssb
1915,ssb,4278804,4279372,+,19.21362238,9.068199624,ssb
1916,yjcB,4279472,4279875,-,1.20814436,1.151185559,yjcB
1917,pdeC,4280130,4281768,+,0.106902612,0.598882472,pdeC
1918,soxS,4281772,4282134,-,0.860509561,0.871958225,soxS
1919,soxR,4282159,4282668,+,0.31703306,0.83345951,soxR
1920,ryjA,4282639,4282777,-,0.128904934,13.58732222,ryjA
1921,ghxP,4283033,4284539,+,0.309013507,0.083160681,ghxP
1922,actP,4287965,4289646,-,0.288844006,0.198875196,actP
1923,acs-yjcH-actP,4287965,4292102,-,0.528554082,0.644363239,acs-yjcH-actP
1924,acs-yjcH-actP,4287965,4292306,-,0.543131219,0.646427406,acs-yjcH-actP
1925,nrfABCDEFG,4292383,4298850,+,0.081224724,0.748391246,nrfABCDEFG
1926,fdhF,4301779,4304007,-,0.318348931,0.776459931,fdhF
1927,alsRBACE,4313583,4318931,-,0.500899766,0.203245713,alsRBACE
1928,alsRBACE,4313583,4318936,-,0.500432072,0.203055942,alsRBACE
1929,rpiB,4319057,4319626,+,4.814757025,0.344042497,rpiB
1930,phnCDE_1E_2FGHIJKLMNOP,4320144,4331005,-,0.388536522,0.084120905,phnCDE_1E_2FGHIJKLMNOP
1931,crfC-yjcZ,4332864,4336037,+,0.184114065,0.098936112,crfC-yjcZ
1932,crfC-yjcZ,4332879,4336037,+,0.184988024,0.099405746,crfC-yjcZ
1933,proP,4336120,4337803,+,6.033972486,2.084374004,proP
1934,proP,4336207,4337803,+,6.362480375,2.19450973,proP
1935,adiC,4341494,4343001,-,0.101546789,0.179020714,adiC
1936,adiY,4342968,4343841,-,0.166978265,0.0945734,adiY
1937,adiA,4344010,4346355,-,0.193084211,0.169939185,adiA
1938,melR,4346520,4347449,-,1.37932182,0.760692588,melR
1939,melAB,4347687,4350589,+,0.31366406,0.406815677,melAB
1940,fumB,4351431,4353147,-,0.975517111,0.147461045,fumB
1941,dcuB-fumB,4351431,4354563,-,0.746334348,0.118404917,dcuB-fumB
1942,dcuB-fumB,4351431,4354890,-,0.707134867,0.109906956,dcuB-fumB
1943,dcuR,4355115,4356364,-,3.119184546,1.172381701,dcuR
1944,dcuSR,4355115,4357484,-,2.456589808,1.032473614,dcuSR
1945,ghoST,4358349,4358880,+,0.4352345,0.114686503,ghoST
1946,lysU,4359000,4360596,-,10.37297173,14.62361742,lysU
1947,lysU,4359000,4360604,-,10.32130064,14.5507725,lysU
1948,cadBA,4362270,4365905,-,0.081822273,0.080745234,cadBA
1949,cadC,4366196,4367762,-,0.270631786,0.200234387,cadC
1950,pheU,3110143,3110218,+,0.244005158,0.069398013,pheU
1951,yjdC,4368533,4369129,-,3.299101348,9.782031455,yjdC
1952,cutA,4370818,4371191,-,1.94913656,2.120161194,cutA
1953,dcuA,4371272,4372644,-,7.487251948,3.816576503,dcuA
1954,dcuA,4371272,4372752,-,10.44829331,5.538772086,dcuA
1955,aspA-dcuA,4371272,4374233,-,25.45162524,9.507277942,aspA-dcuA
1956,aspA,4372646,4374233,-,40.98532499,14.42799775,aspA
1957,fxsA,4374405,4374941,+,1.351394791,2.257473192,fxsA
1958,groSL,4376418,4378472,+,103.8275344,85.9919783,groSL
1959,groL,4376585,4378472,+,111.3709603,91.90729106,groL
1960,groL,4376675,4378472,+,114.0060368,94.04453186,groL
1961,groL,4376778,4378472,+,115.4239846,95.39110835,groL
1962,yjeI,4378563,4378963,+,14.20501278,5.882942637,yjeI
1963,efp,4381369,4382066,+,37.24434241,12.50491322,efp
1964,ecnB,4382311,4382532,+,2.230000474,13.52744787,ecnB
1965,sugE,4382596,4382993,+,1.375779429,4.740974833,sugE
1966,blc,4382991,4383546,-,1.532314261,5.736042253,blc
1967,ampC,4383585,4384804,-,0.706959617,0.478715094,ampC
1968,frdABCD,4384768,4388213,-,8.781158078,3.819778594,frdABCD
1969,epmA,4388420,4389421,+,1.827931767,0.434605156,epmA
1970,psd-mscM,4391849,4396439,-,2.085256606,1.157959651,psd-mscM
1971,glyVXY,4398115,4398459,+,3.514134899,7.385137902,glyVXY
1972,yjeV,4398538,4398746,+,0.604508246,0.366510212,yjeV
1973,yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC,4399479,4410105,+,11.47515788,6.903160044,yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC
1974,yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC,4399739,4410105,+,11.70633223,6.919297984,yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC
1975,yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC,4399837,4410105,+,11.79073249,6.944565648,yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC
1976,queG,4398730,4399893,-,1.741266021,3.366777079,queG
1977,mutL-miaA-hfq-hflXKC,4402848,4410105,+,16.39437443,8.784181615,mutL-miaA-hfq-hflXKC
1978,mutL-miaA-hfq-hflXKC,4402902,4410105,+,16.51474216,8.843186945,mutL-miaA-hfq-hflXKC
1979,miaA-hfq-hflXKC,4404784,4410105,+,21.71900745,11.35839142,miaA-hfq-hflXKC
1980,miaA-hfq-hflXKC,4404854,4410105,+,21.97654204,11.48334578,miaA-hfq-hflXKC
1981,hfq-hflXKC,4405603,4410105,+,23.98896623,12.20827177,hfq-hflXKC
1982,hfq-hflXKC,4406022,4410105,+,23.01803798,11.47076655,hfq-hflXKC
1983,purA,4410466,4411786,+,24.4374526,16.01970337,purA
1984,nsrR-rnr-rlmB-yjfI,4411846,4416335,+,3.83961313,2.62561772,nsrR-rnr-rlmB-yjfI
1985,aidB,4420049,4421701,+,0.150658168,7.659471918,aidB
1986,bsmA,4422243,4422670,-,3.384070394,3.332280239,bsmA
1987,ulaG,4424363,4425476,-,0.476179547,0.165053186,ulaG
1988,ulaABCDEF,4425729,4430187,+,0.304893363,0.201171501,ulaABCDEF
1989,rpsF-priB-rpsR-rplI,4430827,4432358,+,173.295193,29.84969514,rpsF-priB-rpsR-rplI
1990,ytfB,4433881,4434620,-,6.000306681,3.902227786,ytfB
1991,cycA,4435582,4437077,+,2.180894968,1.312276306,cycA
1992,ytfE,4437123,4437810,-,0.374756808,0.246962166,ytfE
1993,cpdB,4440424,4442430,-,1.947026824,0.677809126,cpdB
1994,ytfJ,4444510,4445087,-,6.289188697,4.634681977,ytfJ
1995,ytfK,4445313,4445594,+,8.226856843,23.91273399,ytfK
1996,msrA,4447340,4448062,-,2.696022109,4.066223299,msrA
1997,yzfA,4453778,4454095,-,5.351791639,6.54322706,yzfA
1998,chpSB,4454204,4454843,+,1.743840628,1.015828895,chpSB
1999,chpSB,4454230,4454843,+,1.786410719,1.058774507,chpSB
2000,ppa,4454924,4455487,-,105.2392982,30.26424447,ppa
2001,mpl,4461530,4462959,+,4.139186446,1.677786951,mpl
2002,mpl,4461562,4462959,+,4.233864049,1.71289687,mpl
2003,pmbA,4463747,4465112,+,2.651058553,2.734310211,pmbA
2004,nrdDG,4465702,4468639,-,6.577470505,1.383693265,nrdDG
2005,treBC,4468856,4472011,-,84.1338279,0.506563423,treBC
2006,treR,4472086,4473072,-,0.66987761,0.430119852,treR
2007,treR,4472086,4473076,-,0.66717649,0.428385498,treR
2008,treR,4472086,4473080,-,0.664497067,0.426665074,treR
2009,mgtLA,4473082,4476122,+,3.950263976,0.284291307,mgtLA
2010,treR,4472086,4473148,-,0.622029209,0.40441923,treR
2011,mgtLA,4473165,4476122,+,4.057003004,0.290459787,mgtLA
2012,ridA,4476329,4476747,-,37.95208605,28.65231606,ridA
2013,pyrLBI,4478228,4478354,-,0.518709344,0.675514155,pyrLBI
2014,pyrLBI,4478228,4478546,-,0.247398842,0.564878593,pyrLBI
2015,bdcA,4479142,4479865,-,0.35958845,0.192609013,bdcA
2016,argI,4483109,4484145,-,0.052730753,0.076729023,argI
2017,rraB,4484186,4484690,+,25.00232083,17.38039978,rraB
2018,rraB,4484247,4484690,+,28.42960526,19.76288155,rraB
2019,valS,4486734,4489720,-,10.13973487,5.082414475,valS
2020,valS,4486734,4489728,-,10.11265947,5.068843275,valS
2021,holC-valS,4486784,4490074,-,9.416264187,4.754527055,holC-valS
2022,pepA,4490242,4491902,-,8.103959961,5.365710323,pepA
2023,pepA,4490242,4491913,-,8.050676303,5.330430698,pepA
2024,pepA,4490242,4491940,-,8.037080819,5.312188132,pepA
2025,idnR,4495943,4496983,-,0.597241944,0.20739944,idnR
2026,idnDOTR,4495943,4500236,-,0.339637663,0.108815778,idnDOTR
2027,idnK,4500399,4500987,+,0.347254223,0.091016497,idnK
2028,leuX,4502188,4502290,+,0.056181349,0,leuX
2029,yjhBC,4509822,4512206,+,1.209539562,0.350225526,yjhBC
2030,fecABCDE,4516492,4522528,-,2.005296636,0.204043128,fecABCDE
2031,fecIR,4522566,4524083,-,1.144979943,0.407151626,fecIR
2032,ryjB,4533779,4533867,+,0.273680638,0.161861495,ryjB
2033,nanCM,4543461,4545729,-,1.570318195,0.182776985,nanCM
2034,nanCMS,4542416,4545729,-,1.343792735,0.169441534,nanCMS
2035,fimB,4546469,4547360,+,2.096094817,0.506730049,fimB
2036,fimB,4546611,4547360,+,2.483923109,0.602543188,fimB
2037,fimE,4547673,4548703,+,0.088395546,0.134723301,fimE
2038,fimAICDFGH,4548496,4555511,+,0.805274683,0.842208965,fimAICDFGH
2039,gntP,4555724,4557135,-,0.233676616,0.059727755,gntP
2040,uxuAB,4557320,4560162,+,2.560565394,0.40667783,uxuAB
2041,uxuR,4560260,4561150,+,1.459726024,0.725342302,uxuR
2042,ytiCD-idlP-iraD,4562378,4563186,+,0.210178489,3.196198666,ytiCD-idlP-iraD
2043,idlP-iraD,4562658,4563186,+,0.321216181,4.026080964,idlP-iraD
2044,symR,4585637,4585712,+,0,0,symR
2045,symE,4585301,4585718,-,0.346640729,0.140518439,symE
2046,btsT,4594931,4597168,-,41.210033,0.147480174,btsT
2047,tsr,4597214,4599113,+,0.14635992,0.14650701,tsr
2048,tsr,4597435,4599113,+,0.158010342,0.151667548,tsr
2049,lgoR,4600739,4601748,-,0.538167494,0.145362098,lgoR
2050,dnaTC-yjjA,4605422,4607416,-,1.672414082,1.720327024,dnaTC-yjjA
2051,dnaTC,4605941,4607416,-,1.346278294,1.907081107,dnaTC
2052,yjjB-dnaTC-yjjA,4605422,4607978,-,1.355757083,1.398041034,yjjB-dnaTC-yjjA
2053,yjjB-dnaTC,4605941,4607978,-,1.038911796,1.451287405,yjjB-dnaTC
2054,yjjP,4607890,4608835,-,0.206511771,0.19296415,yjjP
2055,yjjQ-bglJ,4609121,4610638,+,0.383655849,0.237363291,yjjQ-bglJ
2056,fhuF,4610677,4611495,-,8.904492119,4.131473579,fhuF
2057,fhuF,4610677,4611553,-,8.316268266,3.858551634,fhuF
2058,yjjZ,4611579,4611841,+,1.028210193,0.655620248,yjjZ
2059,leuQPV,4611881,4612233,-,1.975119424,0.719236662,leuQPV
2060,holD-rimI-yjjG,4613583,4615124,+,2.366011074,1.994659187,holD-rimI-yjjG
2061,osmY,4616955,4617802,+,4.630234996,56.60768108,osmY
2062,deoCABD,4622481,4627460,+,21.71156731,24.46122723,deoCABD
2063,deoCABD,4623080,4627460,+,24.27420964,27.52001708,deoCABD
2064,deoBD,4625369,4627460,+,34.8223721,38.28811869,deoBD
2065,ytjB-lplA,4628903,4630600,-,1.33112339,0.900884101,ytjB-lplA
2066,serB-radA,4630658,4633095,+,2.027414112,1.160431006,serB-radA
2067,slt,4636502,4638471,+,1.034937027,1.797252088,slt
2068,trpR,4638506,4638945,+,0.689168098,0.999515046,trpR
2069,creABC,4641045,4643921,+,1.7435758,0.939192885,creABC
2070,rob,4640243,4641154,-,7.618460994,9.009700339,rob
2071,creABCD,4641279,4645373,+,1.297934684,0.777833132,creABCD
2072,creD,4643962,4645373,+,0.318545968,0.379776392,creD
2073,arcA,4645341,4646309,-,37.14012336,45.49767803,arcA
2074,arcA,4645341,4646313,-,37.00015291,45.31560695,arcA
2075,arcA,4645341,4646336,-,36.16451647,44.2901829,arcA
2076,arcA,4645341,4646400,-,34.26845758,42.1055581,arcA
2077,arcA,4645341,4646482,-,31.90560314,39.14391179,arcA
2078,arcA,4645341,4646489,-,31.71139512,38.9056445,arcA
2079,arcA,4645341,4646602,-,28.88877429,35.42839397,arcA
2080,gltI-sroC-gltJKL,686074,689290,-,3.046028561,2.227701583,gltI-sroC-gltJKL
2081,garD,3276259,3277829,+,0.265305859,0.301265445,garD
2082,gudPXD,2917823,2921877,-,0.114916107,0.130612272,gudPXD
2083,pdxA-rsmA-apaGH,50380,53415,-,5.285092111,3.817769139,pdxA-rsmA-apaGH
2084,pdxA-rsmA,51609,53415,-,6.864099548,3.950171809,pdxA-rsmA
2085,ccmABCDEFGH,2295814,2302099,-,0.264446721,0.27399437,ccmABCDEFGH
2086,fimB,4546759,4547360,+,2.653761067,0.616769121,fimB
2087,surA-pdxA-rsmA-apaGH,50380,54701,-,7.721805624,4.776223688,surA-pdxA-rsmA-apaGH
2088,ldcC,209679,211819,+,0.767669591,2.740877328,ldcC
2089,gatR_2,2174654,2174991,-,4.07876024,0.83960683,gatR_2
2090,rtcR,4081672,4083269,-,0.224803783,0.05541455,rtcR
2091,rplL,3456878,3457242,-,532.2876688,81.93026883,rplL
2092,allR,532235,533049,+,4.062330812,39.20036073,allR
2093,yjcS,4309213,4311197,-,0.0302157,0.016971538,yjcS
2094,fliDST,2007131,2009336,+,0.230273718,0.105459105,fliDST
2095,yhiL,4007079,4008316,+,0.01987995,0.053226427,yhiL
2096,yffB-dapE-ypfN,2591025,2592739,+,6.162488922,2.010040809,yffB-dapE-ypfN
2097,hypF,2834951,2837202,-,0.168112188,0.166469527,hypF
2098,dcd,2144893,2145473,-,5.90075028,2.067497807,dcd
2099,trkA,4203644,4205019,-,3.514072826,3.273882105,trkA
2100,yehS,2216182,2216651,-,6.71558773,2.513488444,yehS
2101,mnmA,1195366,1196471,-,4.216061269,3.386467108,mnmA
2102,yfcD,2425202,2425743,-,5.65566664,3.403470328,yfcD
2103,hda,2617853,2618553,-,3.638636986,1.940965448,hda
2104,folX-yfcH,2427893,2429168,+,8.578221673,3.969206139,folX-yfcH
2105,fumE-yggC,3073754,3074972,-,2.104418452,1.161153879,fumE-yggC
2106,tsaB-yeaY,1892787,1894102,-,3.936007068,2.113692762,tsaB-yeaY
2107,yfhL,2699441,2699700,+,1.022761635,0.508254002,yfhL
2108,deoR,883520,884277,-,1.957995056,0.873477925,deoR
2109,yacG,111649,111845,-,3.742099953,1.206750981,yacG
2110,ydeQ,1589656,1590569,-,0.032305692,0.004994978,ydeQ
2111,yfcE,2425802,2426355,-,3.985427538,2.363350723,yfcE
2112,aspU,228928,229003,+,23.65521945,4.560796694,aspU
2113,pgsA,1995528,1996075,-,4.735778672,2.105069094,pgsA
2114,pdxY,1717862,1718724,-,5.120401218,1.519917419,pdxY
2115,yhfK,4152645,4154746,-,3.014516763,1.431142949,yhfK
2116,insN-2,4512999,4513264,+,1.443076513,0.385438718,insN-2
2117,yegW,2186491,2187236,-,1.189424015,0.411951771,yegW
2118,pspE,1372525,1372838,+,7.225386009,4.774372533,pspE
2119,yajO,436385,437358,-,2.36480934,11.09749209,yajO
2120,nrdG,4465702,4466165,-,1.647233006,0.20560564,nrdG
2121,fucR,2939146,2939876,+,2.540195182,2.678352237,fucR
2122,aceK,4223308,4225043,+,1.890965244,46.3465855,aceK
2123,yadC,149715,150952,-,0.107634056,0.082302455,yadC
2124,glxK,541112,542256,+,0.063659613,0.106283461,glxK
2125,gcvP,3045904,3048818,-,10.8262369,3.519363394,gcvP
2126,rrfG,228756,228874,+,275.1862064,450.4056962,rrfG
2127,cysH,2887356,2888089,-,0.164331852,5.043572821,cysH
2128,argQ,2817562,2817637,-,5.895082392,0.724139096,argQ
2129,cadA,4362270,4364416,-,0.127074651,0.123398212,cadA
2130,csgC,1106324,1106655,+,0.073372695,0.048140964,csgC
2131,ybjN,894501,894976,+,6.123540784,4.473731427,ybjN
2132,dhaM,1250395,1251812,-,20.45747153,1.511749295,dhaM
2133,ubiX,2434598,2435193,-,1.453943606,0.841345754,ubiX
2134,yjfKLMC,4417104,4419992,+,0.066822814,0.036656076,yjfKLMC
2135,yjiXA,4593711,4594880,-,16.81668881,1.39016591,yjiXA
2136,rfbACX,2111596,2114277,-,8.587537559,1.191022057,rfbACX
2137,rrlH-rrfH,225759,228874,+,30929.80564,27586.10498,rrlH-rrfH
2138,waaZU,3841341,3843297,+,0.899057425,0.488535837,waaZU
2139,rrlB-rrfB,3466000,3469161,-,30760.57505,27780.14887,rrlB-rrfB
2140,rrlB-rrfB,3465841,3469161,-,29288.29178,26450.51501,rrlB-rrfB
2141,caiCDE,34781,37823,-,0.135366629,0.077106646,caiCDE
2142,rrlE-rrfE,4214755,4217870,+,31179.26235,27719.91831,rrlE-rrfE
2143,nuoMN,2395797,2398832,-,8.820320965,1.952080558,nuoMN
2144,mreCD,3399364,3400954,-,3.000815117,1.413574462,mreCD
2145,rrlA-rrfA,3597167,3600283,-,32090.15295,28505.1808,rrlA-rrfA
2146,ykfGH-yafW-ykfI,262552,263955,-,0.644773317,0.220487142,ykfGH-yafW-ykfI
2147,glcBA,3119375,3123582,-,0.589393417,0.565885876,glcBA
2148,deoABD,4624031,4627403,+,26.43490429,30.98706036,deoABD
2149,menDHBCE,2379440,2385050,-,1.286665724,0.987144741,menDHBCE
2150,yaiA-aroM,406203,407328,+,2.342632012,6.98913552,yaiA-aroM
2151,alsBACE,4313583,4317841,-,0.258677884,0.078343195,alsBACE
2152,tyrV-tpr,1289708,1290026,-,2.646704206,0.645964557,tyrV-tpr
2153,pspBCDE,1371637,1372838,+,2.591881556,4.379368571,pspBCDE
2154,tdcBCDEFG,3258063,3262254,-,0.420023849,0.125999046,tdcBCDEFG
2155,phnLMNOP,4320144,4323694,-,0.17582989,0.069938437,phnLMNOP
2156,yjiT,4578216,4579732,+,3.302088184,0.32814948,yjiT
2157,glnW-metU-glnVX,697936,698373,-,13.22079682,1.850738573,glnW-metU-glnVX
2158,yafU,238746,239083,-,0.072658577,0,yafU
2159,yehR,2215681,2216141,+,0.221946041,0.177082964,yehR
2160,ydeO,1585762,1586522,-,0.008381124,0.032346117,ydeO
2161,yiaA,3914176,3914612,+,0.056630047,0.031873166,yiaA
2162,yccE,1065580,1066835,+,0.019595272,0.023178257,yccE
2163,yrdA,4211748,4212301,-,8.10531474,10.898637,yrdA
2164,yjhIHG,4527929,4531604,-,0.354845784,0.238335677,yjhIHG
2165,ypjM_1M_2,2772614,2772935,-,0.351954287,0.028556928,ypjM_1M_2
2166,yrfG-hslR,4111789,4112868,-,4.410348459,4.336586404,yrfG-hslR
2167,yibA,3874358,3875199,-,0.325870498,1.092541399,yibA
2168,casDE12,2878347,2880825,-,0.370652209,0.141850175,casDE12
2169,osmF-yehYXW,2220201,2223936,-,0.293856315,0.923346626,osmF-yehYXW
2170,hspQ,1029948,1030264,-,10.21307483,95.93661734,hspQ
2171,hfq-hflXKC,4406090,4410105,+,22.56533944,11.27735769,hfq-hflXKC
2172,tsaE-amiB-mutL-miaA-hfq-hflXKC,4401387,4410105,+,13.77529973,7.560269434,tsaE-amiB-mutL-miaA-hfq-hflXKC
